name,recipe_link,ingredients,category,prep-time,budget,review count,rating,difficulty,steps_count
Tartelettes aux fraises légères,https://www.marmiton.org/recettes/recette_tartelettes-aux-fraises-legeres_225697.aspx,"['sucre', 'beurre', 'sel', 'farine', 'eau', 'sucre', 'fraises', 'extrait de vanille', 'noix de coco rapée', 'fromage blanc']",tarte,0,bon marché,3,2.3,facile,13
Tarte aux fraises et aux kiwi de Catherine,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-aux-kiwi-de-catherine_58083.aspx,"['sucre glace', 'pâte feuilletée', 'maïzena', 'sucre', 'vanille', 'lait', ""jaunes d'oeuf"", 'fraises', 'kiwis']",tarte,0,bon marché,9,5.0,facile,15
Cake aux abricots moelleux,https://www.marmiton.org/recettes/recette_cake-aux-abricots-moelleux_82096.aspx,"['levure', 'beurre', 'sel', 'sucre', 'farine', 'abricot', 'lait', 'oeufs']",gâteau,0,bon marché,1,4.0,très facile,6
Carrot cake sans gluten de Poly,https://www.marmiton.org/recettes/recette_carrot-cake-sans-gluten-de-poly_336194.aspx,"['carotte', 'levure', 'extrait de vanille liquide', 'farine', 'sucre de canne', 'huile', 'oeufs', 'crème', 'cannelle', 'Noix concassé', 'noisettes']",gâteau,0,moyen,4,5.0,facile,9
Crumble Pommes-Poires,https://www.marmiton.org/recettes/recette_crumble-pommes-poires_169060.aspx,"['farine', 'sucre en poudre', 'beurre', 'pommes', 'poires']",crumble,0,bon marché,13,4.8,facile,8
Crumble rapide à la mangue et aux fruits de la passion,https://www.marmiton.org/recettes/recette_crumble-rapide-a-la-mangue-et-aux-fruits-de-la-passion_47960.aspx,"['sucre glace', 'vanille', 'sucre en poudre', 'farine', 'beurre', 'cassonade', 'mangues', 'fruits de la passion']",crumble,0,moyen,23,4.7,facile,8
Flan aux amandes,https://www.marmiton.org/recettes/recette_flan-aux-amandes_26028.aspx,"['sel', 'extrait de vanille', 'vanille', 'sucre', 'pâte brisée', 'lait', ""jaunes d'oeuf"", 'amandes en poudre']",flan,0,bon marché,0,0.0,moyenne,6
Gâteau rapide au chocolat,https://www.marmiton.org/recettes/recette_gateau-rapide-au-chocolat_37576.aspx,"['sel', 'levure chimique', 'sucre', 'beurre tendre', 'farine', 'oeufs', 'sucre vanillé', 'cacao', 'lait']",gâteau,0,bon marché,39,3.8,très facile,6
Biscuit meringué aux fraises,https://www.marmiton.org/recettes/recette_biscuit-meringue-aux-fraises_38545.aspx,"['levure chimique', 'farine', 'sucre en poudre', 'beurre', ""jaunes d'oeuf"", 'lait', 'sucre en poudre', ""blancs d'oeuf"", 'amandes effilées', 'sucre glace', 'fraises', 'crème fraîche']",gâteau,0,bon marché,3,3.7,facile,7
Biscuits au chocolat Kinder,https://www.marmiton.org/recettes/recette_biscuits-chocolat-kinder_223562.aspx,"['levure chimique', 'beurre tendre', 'sucre', 'farine', 'chocolats Kinder', 'oeuf']",gâteau,0,bon marché,4,2.3,facile,7
Cake frais aux pommes et au citron,https://www.marmiton.org/recettes/recette_cake-frais-aux-pommes-et-au-citron_20738.aspx,"['sel', 'levure chimique', 'sucre en poudre', 'beurre', 'farine', 'pommes', 'citron', 'oeufs']",gâteau,0,bon marché,156,4.7,très facile,4
Cheesecake au yaourt,https://www.marmiton.org/recettes/recette_cheesecake-au-yaourt_45855.aspx,"['vanille', 'sucre en poudre', 'beurre', 'biscuit', 'fromage frais', 'yaourt aux fruits', 'crème fraîche épaisse', 'oeufs']",cheesecake,0,bon marché,29,4.1,facile,9
Chouquettes au Companion,https://www.marmiton.org/recettes/recette_chouquettes-au-companion_383661.aspx,"['sel', 'sucre en poudre', 'beurre', 'farine', 'oeufs', 'sucre en grain']",choux,0,bon marché,0,0.0,facile,6
"Cookies aux pommes, cannelle et miel",https://www.marmiton.org/recettes/recette_cookies-aux-pommes-cannelle-et-miel_233119.aspx,"['levure chimique', 'miel liquide', 'beurre', 'sucre', 'farine', 'oeuf', 'lait', 'pomme']",gâteau,0,bon marché,2,5.0,facile,3
Crème aux bonbons de caramel,https://www.marmiton.org/recettes/recette_creme-aux-bonbons-de-caramel_231678.aspx,"['sucre roux', 'maïzena', 'lait', 'bonbons caramel', ""jaunes d'oeuf""]",sauce sucrée,0,bon marché,0,0.0,facile,5
Crème chantilly légère,https://www.marmiton.org/recettes/recette_creme-chantilly-legere_36065.aspx,"['crème fraîche', ""blancs d'oeuf"", 'crème chantilly', 'sucre vanillé', 'édulcorant']",crème,0,bon marché,3,3.7,très facile,2
Pâte brisée au Cooking Chef,https://www.marmiton.org/recettes/recette_pate-brisee-au-cooking-chef_383010.aspx,"['sucre', 'sel', 'beurre tendre', 'farine', 'eau']",tarte,0,bon marché,0,0.0,très facile,3
Brioche aux graines de lotus,https://www.marmiton.org/recettes/recette_brioche-aux-graines-de-lotus_92555.aspx,"['sucre', 'levure chimique', 'levure de boulanger', 'farine', 'eau', 'huile', 'sucre en poudre', 'lotus', 'eau']",brioche,0,bon marché,0,0.0,moyenne,15
Gâteau d'anniversaire citron et amandes,https://www.marmiton.org/recettes/recette_gateau-d-anniversaire-citron-et-amandes_231297.aspx,"['sel', 'farine', 'sucre', 'huile', 'yaourt nature', 'amandes en poudre', 'oeufs', 'citron', 'confiture de fraises', 'sucre glace', ""blanc d'oeuf"", 'jus de citron', 'perles multicolores']",gâteau,0,bon marché,10,3.5,très facile,20
Brownie aux haricots rouges,https://www.marmiton.org/recettes/recette_brownie-aux-haricots-rouges_348586.aspx,"['noix', 'sucre', 'bicarbonate', 'levure', 'haricots rouges', 'pomme', 'oeufs', 'cacao']",gâteau,0,bon marché,1,1.0,très facile,5
Tarte à la rhubarbe et aux bananes,https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-et-aux-bananes_27363.aspx,"['sucre', 'bananes', 'pâte brisée', 'rhubarbe', 'citron']",tarte,0,moyen,9,4.8,facile,4
Biscuits croustillants à la vanille,https://www.marmiton.org/recettes/recette_biscuits-croustillants-a-la-vanille_305512.aspx,"['levure chimique', 'vanille', 'beurre tendre', 'sucre', 'farine', 'lait', 'sucre vanillé', ""jaune d'oeuf""]",gâteau,0,bon marché,4,3.8,très facile,7
Crumble rhubarbe-abricot,https://www.marmiton.org/recettes/recette_crumble-rhubarbe-abricot_170540.aspx,"['abricot', 'rhubarbe', 'cassonade', 'amandes en poudre', 'sucre', 'beurre', 'farine']",crumble,0,bon marché,4,4.8,très facile,5
Muffins à l'orange simples,https://www.marmiton.org/recettes/recette_muffins-a-l-orange-simples_197442.aspx,"['orange', 'beurre', 'levure chimique', 'sucre en poudre', 'farine', 'lait', 'oeufs']",gâteau,0,bon marché,8,4.9,facile,11
Tarte aux pommes revisitée,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-revisitee_345401.aspx,"['sucre', 'pâte brisée', 'pomme', 'oeuf']",tarte,0,bon marché,6,3.7,très facile,7
Tiramisu marron Shoko-Bons,https://www.marmiton.org/recettes/recette_tiramisu-marron-shoko-bons_330922.aspx,"['sucre', 'spéculoos', 'chocolats Kinder', 'crème de marrons', 'mascarpone', 'oeufs', 'sucre vanillé']",tiramisu,0,bon marché,0,0.0,facile,5
Biscuit chocolat au caramel beurre salé,https://www.marmiton.org/recettes/recette_biscuit-chocolat-au-caramel-beurre-sale_211710.aspx,"['sel', 'sucre', 'farine', 'oeufs', 'cacao', 'farine', 'crème fraîche', 'sucre en poudre', 'beurre salé', 'oeuf', 'sucre glace', 'beurre', 'chocolat', 'lait']",sauce sucrée,0,bon marché,0,0.0,moyenne,7
Biscuits aux flocons d'avoine,https://www.marmiton.org/recettes/recette_biscuits-aux-flocons-d-avoine_23029.aspx,"['clou de girofle', 'quatre-épices', 'bicarbonate', 'sel', 'farine', 'sucre', 'beurre', 'noix', 'raisin', 'datte', 'oeufs', 'cannelle', ""flocons d'avoine""]",gâteau,0,bon marché,4,4.5,très facile,7
Crème anglaise réussie onctueuse à souhait au Thermomix,https://www.marmiton.org/recettes/recette_creme-anglaise-reussie-onctueuse-a-souhait-au-thermomix_383088.aspx,"['fécule de maïs', 'vanille', 'sucre', 'lait demi-écrémé', ""jaunes d'oeuf""]",crème,0,bon marché,1,5.0,facile,4
Crème brûlée au Companion,https://www.marmiton.org/recettes/recette_creme-brulee-au-companion_383683.aspx,"['vanille', 'sucre', 'lait entier', 'crème liquide', ""jaunes d'oeuf"", 'citron', 'cassonade']",crème,0,bon marché,0,0.0,très facile,7
Entremet mousse de pomme,https://www.marmiton.org/recettes/recette_entremet-mousse-de-pomme_225705.aspx,"['sucre glace', 'crème fraîche', 'spéculoos', 'beurre', 'sucre', 'pommes', 'menthe', 'caramel au beurre salé']",entremets,0,bon marché,2,5.0,moyenne,11
Madeleines aux pepites de chocolat de Cyril,https://www.marmiton.org/recettes/recette_madeleines-aux-pepites-de-chocolat-de-cyril_321170.aspx,"['levure', 'beurre', 'chocolat', 'beurre', 'farine', 'sucre semoule', 'oeufs', 'citron']",gâteau,0,bon marché,1,4.0,facile,4
Profiteroles à la vanille,https://www.marmiton.org/recettes/recette_profiteroles-a-la-vanille_253609.aspx,"['sel', 'farine', 'sucre', 'beurre', 'lait', 'oeufs', 'farine', 'sucre', 'lait', ""jaunes d'oeuf"", 'chocolat noir']",dessert au chocolat,0,moyen,6,4.5,difficile,13
Quatre-quarts marbré au café,https://www.marmiton.org/recettes/recette_quatre-quarts-marbre-au-cafe_21066.aspx,"['farine', 'beurre tendre', 'sucre', 'oeufs', 'sucre vanillé', 'café soluble']",gâteau,0,moyen,19,4.4,facile,6
Tarte à la crème pâtissière,https://www.marmiton.org/recettes/recette_tarte-a-la-creme-patissiere_32592.aspx,"['sucre', 'levure', 'farine', 'lait', 'farine', 'sucre', 'lait', 'oeufs', 'sucre vanillé']",crème,0,bon marché,8,4.4,facile,5
Tarte clémentine et chocolat,https://www.marmiton.org/recettes/recette_tarte-clementine-et-chocolat_37738.aspx,"['sel', 'sucre', 'beurre', 'farine', ""jaune d'oeuf"", 'sucre', 'clémentines', 'oeufs', 'fécule', 'sucre glace', 'beurre', 'chocolat noir']",tarte,0,bon marché,28,4.1,facile,21
Tarte fondante aux pommes et au miel,https://www.marmiton.org/recettes/recette_tarte-fondante-aux-pommes-et-au-miel_30757.aspx,"['miel', 'calvados', 'beurre', 'pâte feuilletée', 'pommes', ""jaunes d'oeuf""]",tarte,0,moyen,5,3.4,très facile,5
Savarins au chocolat et cœur Baileys Caramel Salé,https://www.marmiton.org/recettes/recette_petits-savarins-au-chocolat-coeur-baileys-caramel-sale_533539.aspx,"['beurre', 'Baileys Caramel Salé', 'chocolat noir', 'farine', 'oeufs', 'levure chimique', 'sucre', 'Baileys Caramel Salé', 'crème liquide', 'chocolat blond', 'copeaux de chocolat']",Uncategorized dessert,0,bon marché,0,0.0,facile,5
"Tarte banane, kaki et spéculoos",https://www.marmiton.org/recettes/recette_tarte-banane-kaki-et-speculoos_349039.aspx,"['miel', 'spéculoos', 'pâte feuilletée', 'bananes', 'kakis', 'cannelle']",tarte,0,bon marché,1,3.0,très facile,10
Tiramisu banane et gâteau Bastogne,https://www.marmiton.org/recettes/recette_tiramisu-banane-et-gateau-bastogne_310994.aspx,"['bananes', 'sel', 'sucre', 'mascarpone', 'oeufs', 'bastogne']",gâteau,0,moyen,1,5.0,facile,6
Cake au caramel breton,https://www.marmiton.org/recettes/recette_cake-au-caramel-breton_315484.aspx,"['levure chimique', 'sucre roux', 'sucre', 'farine', 'oeufs', 'crème fraîche épaisse', 'beurre demi-sel', 'eau']",sauce sucrée,0,bon marché,2,3.0,moyenne,8
Cookies aux pépites de caramel,https://www.marmiton.org/recettes/recette_cookies-aux-pepites-de-caramel_339594.aspx,"['farine', 'levure', 'beurre', 'sucre', 'caramel', 'sucre vanillé', 'oeuf']",gâteau,0,bon marché,4,5.0,facile,8
Entremets au coulis de fruits rouges,https://www.marmiton.org/recettes/recette_entremets-au-coulis-de-fruits-rouges_338447.aspx,"['huile', 'gélatine', 'sucre', 'lait', 'amandes', ""jaunes d'oeuf"", 'crème liquide', 'sucre vanillé', 'menthe', 'sucre', 'fraises', 'groseilles', 'framboises', 'mûres', 'sirop']",sauce sucrée,0,moyen,0,0.0,moyenne,11
Meringues rapides au cacao,https://www.marmiton.org/recettes/recette_meringues-rapides-au-cacao_67211.aspx,"['sucre en poudre', 'sel', ""blancs d'oeuf"", 'cacao']",gâteau,0,bon marché,2,3.5,très facile,6
Petit flan au chocolat,https://www.marmiton.org/recettes/recette_petit-flan-au-chocolat_34648.aspx,"['chocolat', 'sucre', 'oeufs', 'sucre vanillé', 'lait']",flan,0,bon marché,52,3.9,très facile,9
Tarte vegan,https://www.marmiton.org/recettes/recette_tarte-vegan_391415.aspx,"['sel', 'amandes en poudre', 'datte', ""purée d'amandes"", 'dattes', 'noix de pécan', ""sirop d'agave"", 'cannelle', 'noix de pécan']",tarte,0,bon marché,0,0.0,facile,8
Tiramisu breton facile,https://www.marmiton.org/recettes/recette_tiramisu-breton-facile_92162.aspx,"['sel', 'sucre', 'beurre', 'mascarpone', 'oeufs', 'crème', 'confiture de lait', 'caramel', 'palets bretons', 'cacao']",tiramisu,0,bon marché,3,5.0,facile,5
Bûche vegan au chocolat,https://www.marmiton.org/recettes/recette_buche-vegan-chocolat-facile_382426.aspx,"['vinaigre de cidre', 'huile de tournesol', 'extrait de vanille', 'sucre', 'farine', 'lait végétal', 'margarine', 'chocolat noir', 'crème de coco']",bûche de Noël,0,bon marché,0,0.0,moyenne,16
Crème chocolat blanc,https://www.marmiton.org/recettes/recette_creme-chocolat-blanc_15473.aspx,"['rhum', 'farine', 'sucre', 'chocolat blanc', 'lait', ""jaunes d'oeuf"", 'sucre vanillé']",crème,0,bon marché,2,1.0,facile,5
Gâteau mousse chocolat et gelée de poires,https://www.marmiton.org/recettes/recette_gateau-mousse-chocolat-et-gelee-de-poires_229072.aspx,"['levure chimique', 'farine', 'sucre', 'oeufs', 'gélatine', 'sucre glace', 'poire', 'beurre', 'chocolat pâtissier', 'sucre', 'oeufs']",mousse,0,bon marché,5,4.2,moyenne,22
Gâteau pralin noisette chocolat,https://www.marmiton.org/recettes/recette_gateau-ferrero_217055.aspx,"['chocolat pâtissier', 'levure chimique', 'beurre', 'pralin', 'farine', 'sucre', 'oeufs', 'noisettes', 'crème liquide']",gâteau,0,bon marché,0,0.0,facile,8
Petits sablés très très fins...,https://www.marmiton.org/recettes/recette_petits-sables-tres-tres-fins_35933.aspx,"['amaretto', 'sucre en poudre', 'sucre glace', 'farine', 'beurre tendre', 'amandes', ""jaune d'oeuf""]",gâteau,0,bon marché,2,4.5,facile,7
Tarte au citron façon Lenôtre,https://www.marmiton.org/recettes/recette_tarte-au-citron-facon-lenotre_87051.aspx,"['sel', 'beurre', 'farine', 'eau', 'gélatine', 'beurre', 'sucre semoule', 'jus de citron', 'oeuf', 'citron']",tarte,0,bon marché,39,4.5,très facile,12
"Tourtelles, beignets de courge sans friteuse",https://www.marmiton.org/recettes/recette_tourtelles-beignets-de-courge-sans-friteuse_82270.aspx,"['sucre glace', 'huile de friture', 'farine', 'sucre en poudre', 'courge', 'citron', 'sucre vanillé', 'lait', 'oeuf']",beignet et friture,0,bon marché,14,4.9,facile,10
"Trianon revisité spéculoos, chocolat blanc et mascarpone",https://www.marmiton.org/recettes/recette_trianon-revisite-speculoos-chocolat-blanc-et-mascarpone_530885.aspx,"['spéculoos', 'beurre doux', 'sucre', 'beurre doux', 'chocolat blanc', 'mascarpone', 'crème liquide', 'pâte de spéculoos', 'chocolat blanc', 'pâte de spéculoos']",gâteau,0,moyen,0,0.0,moyenne,5
Vanocka (gâteau de Noël Tchèque),https://www.marmiton.org/recettes/recette_vanocka-gateau-de-noel-tcheque_313840.aspx,"['muscade', 'sel', 'beurre', 'sucre en poudre', 'levure de boulanger', 'farine', 'oeufs', 'raisin', 'amandes', 'lait', 'citron']",gâteau,0,moyen,2,4.5,facile,9
Crumble aux pommes et caramel au beurre salé,https://www.marmiton.org/recettes/recette_crumble-aux-pommes-et-caramel-au-beurre-sale_27489.aspx,"['sucre semoule', 'beurre doux', 'sucre roux', 'farine', 'pommes', 'beurre salé', 'crème fleurette', 'cannelle', ""jaune d'oeuf""]",sauce sucrée,0,bon marché,5,3.8,très facile,7
Fondant breton chocolat carambar,https://www.marmiton.org/recettes/recette_fondant-breton-chocolat-carambar_195384.aspx,"['farine', 'sucre', 'chocolat pâtissier', 'carambars©', 'oeufs', 'beurre demi-sel']",gâteau,0,bon marché,11,4.5,facile,6
Gâteau de madeleines,https://www.marmiton.org/recettes/recette_gateau-de-madeleines_72716.aspx,"['beurre', 'sucre', 'madeleines', 'oeufs', 'lait', 'Alcool', 'cassonade']",gâteau,0,bon marché,8,4.0,très facile,10
"Gâteau pomme, banane, chocolat",https://www.marmiton.org/recettes/recette_gateau-pomme-banane-chocolat_167530.aspx,"['levure', 'chocolat pâtissier', 'banane', 'farine', 'beurre', 'sucre', 'oeufs', 'pomme']",gâteau,0,bon marché,16,4.6,facile,6
Pomme au four sur pain perdu,https://www.marmiton.org/recettes/recette_pomme-au-four-sur-pain-perdu_224057.aspx,"['beurre', 'sucre', 'pommes', 'confiture de fraises', 'cassonade', 'pain', 'oeufs', 'lait', 'jus de citron']",pomme au four,0,bon marché,3,5.0,très facile,9
Tarte aux fraises et citron vert,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-et-citron-vert_338530.aspx,"['farine', 'beurre tendre', 'sucre roux', 'sucre glace', ""jaune d'oeuf"", 'farine', 'sucre', 'lait', ""jaunes d'oeuf"", 'citrons verts', 'chocolat', 'miel', 'fraises']",tarte,0,moyen,0,0.0,moyenne,10
Brownie Chocolat Caramel,https://www.marmiton.org/recettes/recette_brownie-chocolat-caramel_392184.aspx,"['fleur de sel', 'sucre', 'crème liquide', 'beurre demi-sel', 'farine', 'sucre', 'beurre', 'chocolat noir', 'oeufs']",dessert au chocolat,0,bon marché,6,4.7,très facile,9
Charlotte poire-caramel facile,https://www.marmiton.org/recettes/recette_charlotte-poire-caramel-facile_229630.aspx,"['yaourts', 'sauce caramel', 'boudoirs', 'poire']",sauce sucrée,0,bon marché,5,5.0,facile,6
Cheesecake chocolat blanc très onctueux avec coulis fruits rouges (sans cuisson),https://www.marmiton.org/recettes/recette_cheesecake-chocolat-blanc-tres-onctueux-avec-coulis-fruits-rouges-sans-cuisson_372843.aspx,"['gélatine', 'chocolat blanc', 'petit beurre', 'huile de coco', 'Philadelphia', 'mascarpone', 'sucre vanillé', 'coulis de fruits rouges', 'crème liquide']",cheesecake,0,moyen,5,4.8,facile,10
tarte aux carrés de chocolat,https://www.marmiton.org/recettes/recette_tarte-aux-carres-de-chocolat_28539.aspx,"['pâte feuilletée', 'sucre', 'farine', 'chocolat noir', 'chocolat blanc', 'crème', 'oeufs']",tarte,0,bon marché,13,4.2,très facile,6
Biscuits de Noël aux noisettes (Nüsskipfel),https://www.marmiton.org/recettes/recette_biscuits-de-noel-aux-noisettes-nusskipfel_43155.aspx,"['sucre glace', 'sucre', 'farine', 'beurre', 'poudre de noisette', 'sucre vanillé']",gâteau,0,bon marché,17,4.4,très facile,7
Brioche à l'huile (sans lactose) à la MAP,https://www.marmiton.org/recettes/recette_brioche-a-l-huile-sans-lactose-a-la-map_332546.aspx,"['levure', 'farine', 'vanille', 'sucre', 'sel', 'oeufs', 'lait de soja', 'huile de colza']",brioche,0,bon marché,1,5.0,facile,5
Cookie Cups,https://www.marmiton.org/recettes/recette_cookie-cups_530849.aspx,"['yaourt', 'pépites de chocolat', 'fraises', 'farine', 'levure chimique', 'oeuf']",gâteau,0,bon marché,0,0.0,facile,7
Gâteau marbré recette de grand-mère au Cooking Chef,https://www.marmiton.org/recettes/recette_gateau-marbre-recette-de-grand-mere-au-cooking-chef_383749.aspx,"['cacao en poudre', 'levure chimique', 'beurre', 'sucre semoule', 'farine', 'oeufs', 'lait', 'sucre vanillé']",gâteau,0,bon marché,2,5.0,très facile,7
Gâteau roulé au chocolat de Mémé Raymonde,https://www.marmiton.org/recettes/recette_gateau-roule-au-chocolat-de-meme-raymonde_171685.aspx,"['chocolat pâtissier', 'levure', 'farine', 'sucre', 'sucre vanillé', 'oeufs', 'lait']",gâteau,0,bon marché,22,3.9,très facile,7
"Tiramisu exotique (mangue, passion, vanille)",https://www.marmiton.org/recettes/recette_tiramisu-exotique-mangue-passion-vanille_67939.aspx,"['vermicelles', 'sucre', 'vanille', 'biscuit', 'mangues', 'eau', 'fructose', 'fruit de la passion', 'mascarpone', 'oeufs']",tiramisu,0,moyen,7,4.7,facile,9
tuiles aux oranges,https://www.marmiton.org/recettes/recette_tuiles-aux-oranges_22799.aspx,"['beurre tendre', 'farine', 'sucre glace', ""jus d'orange""]",gâteau,0,bon marché,6,2.8,facile,3
Mille feuilles petits Lu et noisettes,https://www.marmiton.org/recettes/recette_mille-feuilles-petits-lu-et-noisettes_307937.aspx,"['pralin', 'beurre tendre', 'sucre en poudre', 'petit lu', 'café', 'oeufs', 'eau', 'poudre de noisette']",mille-feuille,0,moyen,0,0.0,moyenne,17
Tarte pommes abricots noix façon crumble,https://www.marmiton.org/recettes/recette_tarte-pommes-abricots-noix-facon-crumble_51629.aspx,"['noix', 'beurre', 'sucre', 'farine', 'abricot', 'pâte sablée', 'compote']",tarte,0,bon marché,0,0.0,très facile,9
Bavarois ananas - coco,https://www.marmiton.org/recettes/recette_bavarois-ananas-coco_46814.aspx,"['gélatine', 'sucre', 'farine', 'beurre', 'noix de coco', 'oeufs', 'ananas', 'crème fleurette', ""sirop d'ananas""]",bavarois,0,bon marché,9,4.4,moyenne,13
clafoutis de mangue,https://www.marmiton.org/recettes/recette_clafoutis-de-mangue_27491.aspx,"['farine', 'sucre', 'mangues', 'oeufs', 'lait']",flan,0,moyen,18,4.3,facile,5
Gâteau aux pommes à la farine de châtaigne,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-a-la-farine-de-chataigne_54688.aspx,"['rhum', 'beurre', 'levure chimique', 'sucre', 'farine de blé', 'farine de châtaigne', 'oeufs', 'sucre vanillé', 'pommes']",gâteau,0,bon marché,31,4.5,facile,6
Makrouts (Maroc),https://www.marmiton.org/recettes/recette_makrouts-maroc_20053.aspx,"['miel', 'huile', 'sel', ""eau de fleur d'oranger"", 'sucre', 'beurre', 'semoule moyenne', 'eau', 'datte', 'cannelle']",gâteau,0,moyen,20,3.6,facile,22
Moelleux  Banane-chocolat,https://www.marmiton.org/recettes/recette_moelleux-banane-chocolat_92594.aspx,"['chocolat noir', 'levure chimique', 'sucre', 'bananes', 'farine', 'beurre demi-sel', 'oeufs', 'amandes']",gâteau,0,bon marché,23,4.3,très facile,1
Muffins au potiron et noix de coco,https://www.marmiton.org/recettes/recette_muffins-au-potiron-et-noix-de-coco_43385.aspx,"['rhum', 'levure chimique', 'margarine', 'farine', 'noix de coco rapée', 'sucre', 'purée', 'oeufs', 'jus de citron', 'clou de girofle', 'coriandre', 'muscade', 'gingembre', 'cannelle', 'fenouil']",gâteau,0,bon marché,8,4.1,très facile,3
Panna cotta Pina Colada,https://www.marmiton.org/recettes/recette_panna-cotta-pina-colada_308102.aspx,"['rhum', 'sucre en poudre', 'gélatine', 'crème liquide', 'crème de riz', 'ananas']",crème,0,bon marché,0,0.0,facile,6
Sablé léopard,https://www.marmiton.org/recettes/recette_sables-leopard_346353.aspx,"['beurre', 'sucre', 'farine', 'oeuf', 'cacao', 'amandes en poudre']",gâteau,0,bon marché,21,3.7,facile,12
Tarte au citron et aux amandes meringuée,https://www.marmiton.org/recettes/recette_tarte-au-citron-et-aux-amandes-meringuee_53399.aspx,"['sucre', 'beurre', 'farine', 'oeuf', 'eau', 'beurre', 'sucre', 'citrons', ""jaunes d'oeuf"", 'amandes en poudre', 'sel', 'sucre', ""blancs d'oeuf""]",tarte,0,bon marché,31,4.4,moyenne,8
Tarte aux pommes et aux noisettes,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-et-aux-noisettes_81854.aspx,"['sucre en poudre', 'pâte sablée', 'pommes', 'poudre de noisette', 'oeufs', 'crème liquide', 'lait', 'noisettes']",tarte,0,bon marché,8,4.8,très facile,7
tarte fine pomme / framboise,https://www.marmiton.org/recettes/recette_tarte-fine-pomme-framboise_27425.aspx,"['pâte brisée', 'pomme', 'Confiture de framboise', 'amandes effilées', 'sucre vanillé']",tarte,0,bon marché,5,4.0,facile,6
Chausson aux pommes facile,https://www.marmiton.org/recettes/recette_chausson-aux-pommes-facile_36499.aspx,"['pâte brisée', 'pâte feuilletée', 'pommes', ""jaune d'oeuf""]",viennoiseries,0,bon marché,22,4.7,très facile,5
Gelée d'orange à la ganache,https://www.marmiton.org/recettes/recette_gelee-d-orange-a-la-ganache_71569.aspx,"['gélatine', 'maïzena', 'miel', 'oranges', 'kiwis', 'boudoir', 'chocolat noir', 'crème liquide']",sauce sucrée,0,bon marché,0,0.0,facile,10
glace aux kiwis,https://www.marmiton.org/recettes/recette_glace-aux-kiwis_90982.aspx,"['crème fraîche', 'sucre', 'kiwi', 'oeuf', 'lait']",dessert glacé,0,bon marché,3,3.3,très facile,3
le bon riz au lait de Bonne-Maman...,https://www.marmiton.org/recettes/recette_le-bon-riz-au-lait-de-bonne-maman_21203.aspx,"['vanille', 'sucre', 'sel', 'beurre', 'riz rond', 'lait entier']",crème,0,bon marché,177,4.8,très facile,4
Moelleux au chocolat avec glaçage de Vaness,https://www.marmiton.org/recettes/recette_moelleux-au-chocolat-avec-glacage-de-vaness_71859.aspx,"['crème fraîche', 'chocolat noir', 'sucre', 'farine', 'oeufs', 'sucre vanillé', 'beurre', 'chocolat noir']",gâteau,0,bon marché,26,4.5,très facile,5
Pommes caramélisées au pain d'épices,https://www.marmiton.org/recettes/recette_pommes-caramelisees-au-pain-d-epices_28133.aspx,"['crème fraîche', 'sucre de canne', 'beurre', ""pain d'épices"", 'pommes', 'cannelle']",Pain d'épices,0,bon marché,20,4.8,très facile,14
Tartelette express kiwi chocolat,https://www.marmiton.org/recettes/recette_tartelette-express-kiwi-chocolat_349689.aspx,"['beurre', 'spéculoos', 'chocolat', 'kiwis', 'crème liquide']",tarte,0,bon marché,10,4.5,facile,7
Tiramisu aux fraises et aux framboises,https://www.marmiton.org/recettes/recette_tiramisu-aux-fraises-et-aux-framboises_70894.aspx,"['cacao amer', 'biscuits à la cuillère', 'sucre roux', 'sucre', 'fraises', 'oeufs', 'framboises', 'sucre vanillé', 'mascarpone']",tiramisu,0,moyen,13,4.4,facile,7
Gâteau au chocolat et au grand marnier,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-et-au-grand-marnier_15735.aspx,"['farine', 'chocolat noir', 'sucre', 'beurre', 'amandes', 'oeufs', 'grand-marnier', 'sucre vanillé']",gâteau,0,bon marché,3,4.0,très facile,10
Sablés ultra fondants au caramel,https://www.marmiton.org/recettes/recette_sables-ultra-fondants-au-caramel_529538.aspx,"['levure chimique', 'sucre', 'farine', 'sucre glace', 'fécule de maïs', 'beurre', 'crème épaisse', 'eau', ""jaunes d'oeuf""]",gâteau,0,bon marché,0,0.0,très facile,4
Cookies choco-noisette et nougatine,https://www.marmiton.org/recettes/recette_cookies-choco-noisette-et-nougatine_95162.aspx,"['sel', 'levure chimique', 'chocolat', 'farine', 'beurre', 'cassonade', 'noisettes', 'nougatine', 'oeufs']",gâteau,0,bon marché,0,0.0,facile,10
Crumble des vendanges au raisin muscat,https://www.marmiton.org/recettes/recette_crumble-des-vendanges-au-raisin-muscat_41467.aspx,"['sucre roux', 'spéculoos', 'rhum', 'farine', 'pomme', 'jus de citron', 'raisin', 'beurre demi-sel', 'caramel']",crumble,0,moyen,9,4.9,facile,8
