name,recipe_link,ingredients,category,prep-time,budget,review count,rating,difficulty,steps_count
Tarte coco abricots,https://www.marmiton.org/recettes/recette_tarte-coco-abricots_32704.aspx,"['beurre', 'sucre semoule', 'sel', 'levure', 'farine', 'oeuf', 'eau', 'beurre', 'sucre semoule', 'oeufs', 'noix de coco', ""confiture d'abricot""]",tarte,0,bon marché,11,4.7,très facile,5
Tarte facile aux pommes et à la crème,https://www.marmiton.org/recettes/recette_tarte-facile-aux-pommes-et-a-la-creme_336201.aspx,"['sucre en poudre', 'pâte brisée', 'pommes', 'pommes', 'citron', 'sucre vanillé', 'crème fraîche liquide', ""jaunes d'oeuf""]",tarte,0,bon marché,5,5.0,facile,7
Tarte géométrique aux trois chocolats (sans four),https://www.marmiton.org/recettes/recette_tarte-geometrique-aux-trois-chocolats_530847.aspx,"['beurre', 'biscuit', 'chocolat noir', 'chocolat au lait', 'crème fleurette', 'chocolat noir', 'crème fleurette', 'chocolat au lait', 'crème fleurette', 'chocolat blanc', 'crème fleurette']",tarte,0,moyen,2,5.0,moyenne,6
Tarte Mangue Fraise,https://www.marmiton.org/recettes/recette_tarte-mangue-fraise_71736.aspx,"['fraises', 'pâte sablée', 'mangue', 'confiture de fraises']",tarte,0,bon marché,0,0.0,très facile,5
Tarte pate à tartiner - banane,https://www.marmiton.org/recettes/recette_tarte-pate-a-tartiner-banane_83879.aspx,"['banane', 'pâte sablée', 'crème liquide', 'oeufs', 'pâte à tartiner']",sauce sucrée,0,bon marché,1,5.0,très facile,5
Tarte poire et pain d'épice,https://www.marmiton.org/recettes/recette_tarte-poire-et-pain-d-epice_171904.aspx,"['maïzena', 'sucre', ""pain d'épices"", 'pâte sablée', 'poire', 'crème liquide', 'crème épaisse', 'oeuf', 'amandes']",tarte,0,bon marché,1,5.0,très facile,6
Tarte pomme et banane,https://www.marmiton.org/recettes/recette_tarte-pomme-et-banane_14779.aspx,"['sucre', 'pâte brisée', 'bananes', 'pommes', 'cannelle', ""confiture d'abricot""]",tarte,0,bon marché,17,4.3,très facile,6
"Tarte tatin de poires, pistaches caramélisées au sirop d'érable",https://www.marmiton.org/recettes/recette_tarte-tatin-de-poires-pistaches-caramelisees-au-sirop-d-erable_309569.aspx,"['pâte brisée', 'beurre', 'sucre', 'poire', 'pistaches', ""sirop d'érable""]",tarte,0,bon marché,1,4.0,facile,6
Tarte tatin mangue glace coco,https://www.marmiton.org/recettes/recette_tarte-tatin-mangue-glace-coco_67828.aspx,"['pâte feuilletée', 'beurre', 'sucre', 'eau', 'mangues', 'glace à la noix de coco']",dessert glacé,0,bon marché,0,0.0,facile,8
Tartelettes Matcha & Sésame (vegan et sans gluten),https://www.marmiton.org/recettes/recette_tartelettes-matcha-sesame-vegan-sans-gluten-sucre-raffines_530505.aspx,"['sel', 'farine de maïs', 'amandes en poudre', ""sirop d'érable"", 'huile de coco', 'charbon actif', 'farine de riz', 'margarine', 'maïzena', 'vanille', 'lait végétal', 'thé matcha', ""sirop d'érable"", 'graines de sésame', 'sucre de coco', 'eau']",tarte,0,moyen,0,0.0,facile,9
Tendres muffins aux céréales complètes et au miel,https://www.marmiton.org/recettes/recette_tendres-muffins-aux-cereales-completes-et-au-miel_224970.aspx,"['sel', 'levure chimique', 'lait demi-écrémé', 'miel', 'farine de blé', 'amandes en poudre', ""flocons d'avoine"", 'avoine', 'son de blé']",gâteau,0,bon marché,2,4.0,très facile,5
Tiramisu au chocolat blanc et aux fraises,https://www.marmiton.org/recettes/recette_tiramisu-au-chocolat-blanc-et-aux-fraises_89262.aspx,"['sucre', 'fraises', 'chocolat blanc', 'mascarpone', 'palets bretons', 'oeufs']",tiramisu,0,bon marché,11,4.6,très facile,10
Tiramisu aux figues et aux mouzillons,https://www.marmiton.org/recettes/recette_tiramisu-aux-figues-et-aux-mouzillons_40981.aspx,"['sucre', 'figues', 'sucre', 'mascarpone', 'oeufs', 'mouzillon', 'sirop']",tiramisu,0,moyen,1,2.0,facile,15
Tiramisu des antilles (coco mangue et goyave),https://www.marmiton.org/recettes/recette_tiramisu-des-antilles-coco-mangue-et-goyave_42904.aspx,"['biscuits à la cuillère', 'sucre glace', 'mascarpone', 'oeufs', 'goyave', 'citron vert', 'noix de coco', 'eau', 'mangue', 'cannelle']",tiramisu,0,moyen,2,2.0,facile,12
"Tiramisu fraises, framboises",https://www.marmiton.org/recettes/recette_tiramisu-fraises-framboises_81574.aspx,"['fraises', 'sucre fin', 'biscuits à la cuillère', 'mascarpone', 'oeufs', 'coulis de framboise', 'framboises']",tiramisu,0,moyen,2,4.5,facile,10
Tiramisu light aux Petits Beurre,https://www.marmiton.org/recettes/recette_tiramisu-light-aux-petits-beurre_92852.aspx,"['pralin', 'sucre', 'fromage blanc', 'petit beurre', 'coulis de fruits rouges']",tiramisu,0,bon marché,1,5.0,très facile,7
Tiramisu parfum strudel ultra rapide,https://www.marmiton.org/recettes/recette_tiramisu-parfum-strudel-ultra-rapide_95191.aspx,"['épices', 'bananes', 'pommes', 'raisins secs', 'cannelle', 'miel', 'fromage blanc', 'biscuits à la cuillère']",strudel,0,bon marché,0,0.0,très facile,10
Tiramisu pomme-chantilly,https://www.marmiton.org/recettes/recette_tiramisu-pomme-chantilly_315819.aspx,"['sucre glace', 'miel', 'petits beurre', 'pommes', 'mascarpone', 'caramel', 'crème liquide']",tiramisu,0,bon marché,1,1.0,facile,8
Tourte aux poires à la liqueur de pain d'épices,https://www.marmiton.org/recettes/recette_tourte-aux-poires-a-la-liqueur-de-pain-d-epices_53784.aspx,"['sucre glace', 'beurre', 'sucre', 'farine', 'liqueur', 'poires', 'cacao', ""blanc d'oeuf"", 'eau']",tarte,0,moyen,0,0.0,facile,9
Trianon ou Royal Kiwi Coco,https://www.marmiton.org/recettes/recette_trianon-ou-royal-kiwi-coco_62562.aspx,"['colorant alimentaire', 'gélatine', 'sucre en poudre', 'noix de coco rapée', 'chocolat blanc', 'farine', 'sucre en poudre', 'noix de coco rapée', ""blancs d'oeuf"", 'couches', 'feuilleté', 'crêpe dentelle', 'couches', 'kiwi', 'kiwi', 'crème fraîche liquide', ""jaunes d'oeuf"", ""blancs d'oeuf""]",gâteau,0,bon marché,20,4.1,moyenne,23
"Truffes aux amaretti , au mascarpone et au rhum",https://www.marmiton.org/recettes/recette_truffes-aux-amaretti-au-mascarpone-et-au-rhum_26395.aspx,"['rhum', 'chocolat noir', 'mascarpone', 'amaretti', 'cacao', 'noix de coco']",gâteau,0,bon marché,5,3.6,très facile,6
Verrine à la Framboise sur crème vanille-citron,https://www.marmiton.org/recettes/recette_verrine-a-la-framboise-sur-creme-vanille-citron_348529.aspx,"['crème fraîche', 'fromage blanc', 'framboises', 'jus de citron', 'sucre vanillé', 'boudoir', 'menthe']",crème,0,bon marché,1,4.0,très facile,6
"Verrine biscuit, chantilly fleur d'oranger et fruits secs",https://www.marmiton.org/recettes/recette_verrine-biscuit-chantilly-fleur-d-oranger-et-fruits-secs_322171.aspx,"['abricots', 'biscuits à la cuillère', ""eau de fleur d'oranger"", 'sucre', 'crème fleurette', 'pistaches']",gâteau,0,bon marché,0,0.0,facile,6
Verrines de crème chocolat et poire,https://www.marmiton.org/recettes/recette_verrines-de-creme-chocolat-et-poire_231135.aspx,"['miel', 'chocolat pâtissier', 'beurre', 'farine', 'crème semi-épaisse', 'lait', 'poires', 'boudoirs', 'café']",crème,0,bon marché,0,0.0,facile,9
Verrines fraises menthe spéculoos,https://www.marmiton.org/recettes/recette_verrine-de-printemps-a-la-fraise_201426.aspx,"['fraises', 'spéculoos', 'fromage blanc', 'crème dessert à la vanille', 'menthe', 'sucre vanillé']",gâteau,0,moyen,11,4.3,facile,8
Beignets aux pommes à la vanille de Bourbon,https://www.marmiton.org/recettes/recette_beignets-aux-pommes-a-la-vanille-de-bourbon_10990.aspx,"['huile', 'vanille', 'levure', 'sucre', 'farine', 'lait', 'oeufs', 'pommes']",beignet et friture,0,bon marché,50,4.7,facile,6
Beignets simples,https://www.marmiton.org/recettes/recette_beignets-simples_532062.aspx,"['sucre', 'huile de friture', 'sel', 'levure de boulanger', 'beurre', 'sucre', 'farine', 'farine', 'oeufs', ""jaunes d'oeuf"", 'eau', 'cannelle']",beignet et friture,0,bon marché,0,0.0,très facile,7
Bourmassa du Faso (beignets sucrés),https://www.marmiton.org/recettes/recette_bourmassa-du-faso_195308.aspx,"['huile de friture', 'levure de boulanger', 'sucre', 'farine', 'eau', 'oeuf', 'cannelle', 'sucre vanillé']",beignet et friture,0,bon marché,1,4.0,très facile,5
Brioche au Thermomix,https://www.marmiton.org/recettes/recette_brioche-au-thermomix_382514.aspx,"['sel', 'levure de boulanger fraîche', 'sucre', 'beurre', 'farine', 'oeufs']",brioche,0,bon marché,0,0.0,facile,9
Brownie aux noix rapide,https://www.marmiton.org/recettes/recette_brownie-aux-noix_334704.aspx,"['levure', 'farine', 'beurre', 'chocolat noir', 'sucre semoule', 'noix', 'oeufs', 'amandes en poudre']",gâteau,0,bon marché,1,2.0,facile,3
Bûche au chocolat,https://www.marmiton.org/recettes/recette_buche-au-chocolat_26414.aspx,"['noix', 'levure chimique', 'chocolat pâtissier', 'farine', 'sucre en poudre', 'oeufs']",bûche de Noël,0,assez cher,12,3.4,très facile,7
Bûche citron meringuée,https://www.marmiton.org/recettes/recette_buche-citron-meringuee_68090.aspx,"['sucre en poudre', 'gélatine', 'oeufs', 'citrons', 'crème liquide', 'sucre vanillé', 'sucre en poudre', 'sucre glace', ""blancs d'oeuf"", 'vermicelles en chocolat', 'meringue']",bûche de Noël,0,bon marché,4,4.3,moyenne,13
Bugnes de tata Ivone,https://www.marmiton.org/recettes/recette_bugnes-de-tata-ivone_223807.aspx,"['sel', ""eau de fleur d'oranger"", 'sucre', 'beurre tendre', 'farine', 'oeufs']",beignet et friture,0,bon marché,3,3.7,moyenne,8
Bugnes ou  beignets à la map (machine à pain),https://www.marmiton.org/recettes/recette_bugnes-ou-beignets-a-la-map-machine-a-pain_55902.aspx,"['huile de friture', 'sucre glace', 'sel', 'farine', 'sucre en poudre', 'miel', 'beurre', 'levure de boulanger fraîche', 'lait', 'oeufs', 'sirop']",beignet et friture,0,bon marché,42,4.8,facile,9
Bugnes parfumées orange-citron,https://www.marmiton.org/recettes/recette_bugnes-parfumees-orange-citron_26825.aspx,"['sucre glace', 'orange', 'beurre', 'sel', 'sucre en poudre', 'farine', 'oeufs', 'lait', 'citron']",beignet et friture,0,bon marché,0,0.0,très facile,6
Charlotte au chocolat Nestlé Dessert®,https://www.marmiton.org/recettes/recette_charlotte-au-chocolat_531668.aspx,"['chocolat NESTLÉ DESSERT noir', 'oeufs', 'biscuits à la cuillère', 'rhum', 'eau']",dessert au chocolat,0,bon marché,2,5.0,facile,5
cheesecake aux framboises,https://www.marmiton.org/recettes/recette_cheesecake-aux-framboises_39773.aspx,"['farine', 'sucre semoule', 'beurre', 'fromage blanc', 'biscuit sablé', 'coulis de framboise', 'oeufs', 'framboises']",cheesecake,0,bon marché,3,4.0,facile,7
Chouquettes à la fleur d'oranger,https://www.marmiton.org/recettes/recette_chouquettes-a-la-fleur-d-oranger_339602.aspx,"[""arôme fleur d'oranger"", 'sucre', 'sel', 'levure chimique', 'farine', 'beurre', 'eau', 'sucre vanillé', 'oeufs', 'sucre en grain']",choux,0,bon marché,7,4.9,facile,10
Christmas pudding boulonnais,https://www.marmiton.org/recettes/recette_christmas-pudding-boulonnais_342842.aspx,"['rhum', 'levure chimique', 'épices', 'orange', 'beurre', 'farine', 'fruit confit', 'cassonade', 'pain', 'amandes en poudre', 'oeufs', 'citron', 'pommes']",pudding,0,moyen,1,5.0,facile,5
Clafoutis rapido à l'abricot,https://www.marmiton.org/recettes/recette_clafoutis-rapido-a-l-abricot_310694.aspx,"['abricots', 'crème fraîche', 'farine', 'sucre', 'oeufs']",flan,0,bon marché,5,4.2,facile,4
Cookies au chocolat (cuisson rapide),https://www.marmiton.org/recettes/recette_cookies-au-chocolat_16331.aspx,"['sel', 'sucre roux', 'sucre en poudre', 'chocolat', 'beurre', 'farine', 'oeufs', 'café']",gâteau,0,moyen,100,4.3,facile,4
Coupes de fraises au fromage blanc et biscuits,https://www.marmiton.org/recettes/recette_coupes-de-fraises-au-fromage-blanc-et-biscuits_530686.aspx,"['sucre', 'biscuits', 'fromage blanc', 'fraises', 'eau']",dessert glacé,0,bon marché,0,0.0,très facile,4
Crème brûlée au pain d'épice,https://www.marmiton.org/recettes/recette_creme-brulee-au-pain-d-epice_21934.aspx,"['sucre', ""pain d'épices"", 'crème liquide', 'lait entier', ""jaunes d'oeuf"", 'oeuf', 'cassonade']",crème,0,bon marché,35,4.4,facile,5
crème de mascarpone au coulis d'abricot,https://www.marmiton.org/recettes/recette_creme-de-mascarpone-au-coulis-d-abricot_41236.aspx,"['amaretto', 'vanille', 'sucre', 'abricot', 'citron', 'mascarpone', 'lait', ""confiture d'abricot"", 'abricots', 'menthe']",sauce sucrée,0,moyen,3,4.0,facile,13
Crêpes à l'eau,https://www.marmiton.org/recettes/recette_crepes-a-l-eau_86089.aspx,"['huile', 'sel', 'farine', 'eau', 'lait']",crêpe,0,bon marché,1,5.0,très facile,3
Crumble express aux poires,https://www.marmiton.org/recettes/recette_crumble-express-aux-poires_27028.aspx,"['sel', 'beurre', 'farine', 'poire', 'amandes', 'cassonade', 'citron']",crumble,0,bon marché,11,4.5,très facile,5
Délice au chocolat et son coulis de framboises,https://www.marmiton.org/recettes/recette_delice-au-chocolat-et-son-coulis-de-framboises_72524.aspx,"['sucre', 'noix', 'chocolat', 'crème liquide', 'fixe chantilly', 'framboises', 'jus de citron', 'sucre vanillé', 'cacao']",sauce sucrée,0,moyen,1,5.0,facile,11
Dessert à la crème de marrons et ananas,https://www.marmiton.org/recettes/recette_dessert-a-la-creme-de-marrons-et-ananas_23933.aspx,"['gélatine', 'crème fraîche', 'sucre semoule', 'ananas', 'purée de marrons', 'sucre vanillé', 'sucre', 'ananas', ""jus d'orange"", 'ananas']",sauce sucrée,0,moyen,3,1.7,facile,12
FAR AUX POMMES MOELLEUX,https://www.marmiton.org/recettes/recette_far-aux-pommes-moelleux_80262.aspx,"['calvados', 'rhum', 'sucre', 'farine', 'oeufs', 'lait', 'pommes']",flan,0,bon marché,6,3.7,très facile,6
Fondant au chocolat au coeur coulant,https://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,"['chocolat', 'beurre', 'farine', 'sucre en poudre', 'oeufs', ""jaunes d'oeuf""]",gâteau,0,bon marché,21,4.6,facile,8
Gâteau à la banane rapide,https://www.marmiton.org/recettes/recette_gateau-a-la-banane-rapide_21653.aspx,"['levure chimique', 'sucre', 'farine', 'oeufs', 'sucre vanillé', 'eau', 'rhum', 'sucre glace', 'margarine', 'beurre', 'lait', 'poudre à flan', 'oeuf', 'sucre glace', 'chocolat noir', 'crème fraîche']",gâteau,0,bon marché,0,0.0,facile,14
Gateau au chocolat façon tiramisu,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-facon-tiramisu_195206.aspx,"['beurre', 'sel', 'cacao amer', 'farine', 'sucre en poudre', 'oeufs', 'fécule', 'café', 'cacao amer', 'sucre en poudre', 'pâte à tartiner', 'crème allégée', 'mascarpone', 'oeufs', 'café', 'madère']",tiramisu,0,moyen,1,5.0,facile,24
gâteau au chocolat moelleux (sans farine),https://www.marmiton.org/recettes/recette_gateau-au-chocolat-moelleux-sans-farine_336419.aspx,"['huile', 'sucre', 'chocolat', 'oeufs', 'amandes en poudre', 'fécule de pomme de terre']",gâteau,0,bon marché,6,4.3,très facile,4
Gâteau au yaourt et aux chamallows,https://www.marmiton.org/recettes/recette_gateau-au-yaourt-et-chamallows_327294.aspx,"['levure', 'sucre', 'farine', 'huile', 'yaourts', 'lait', 'sucre vanillé', 'chamallows']",gâteau,0,bon marché,1,5.0,facile,4
Gâteau au yaourt sur coulis de bleuets / violettes,https://www.marmiton.org/recettes/recette_gateau-au-yaourt-sur-coulis-de-bleuets-violettes_16649.aspx,"['miel', 'fécule de maïs', 'sel', 'levure chimique', 'farine', 'yaourt allégé', 'thé', 'cassonade', 'oeuf', 'lait', 'eau', 'myrtilles']",gâteau,0,bon marché,0,0.0,facile,7
Gâteau aux carottes et à la cannelle,https://www.marmiton.org/recettes/recette_gateau-aux-carottes-et-a-la-cannelle_58960.aspx,"['huile', 'carottes', 'sel', 'sucre', 'levure', 'farine', 'cannelle', 'oeufs', 'raisins secs', 'noix de pécan']",gâteau,0,bon marché,18,4.7,très facile,2
Gâteau aux pommes caramélisé,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-caramelise_71227.aspx,"['levure', 'huile de tournesol', 'sucre', 'farine', 'lait', 'oeufs', 'sucre vanillé', 'pommes', 'beurre', 'sucre', 'oeuf', 'sucre vanillé']",gâteau,0,bon marché,44,4.6,très facile,6
Gâteau d'anniversaire facile,https://www.marmiton.org/recettes/recette_gateau-d-anniversaire-facile_54802.aspx,"['levure', 'farine', 'sucre', 'beurre', 'sucre vanillé', 'oeufs', ""M&M's cacahuète""]",gâteau,0,moyen,2,3.0,facile,5
Gâteau de crêpes au chocolat simple,https://www.marmiton.org/recettes/recette_gateau-de-crepes-au-chocolat-simple_17876.aspx,"['sucre glace', 'crème fraîche', 'chocolat pâtissier', 'pâte à crêpe']",crêpe,0,moyen,6,4.3,facile,3
Gâteau de Savoie,https://www.marmiton.org/recettes/recette_gateau-de-savoie_16258.aspx,"['farine', 'sucre', 'oeufs', 'fécule', 'citron']",gâteau,0,bon marché,49,4.5,facile,5
"Gâteau fromage, chocolat et caramel  (Québec)",https://www.marmiton.org/recettes/recette_gateau-fromage-chocolat-et-caramel-quebec_13731.aspx,"['farine', 'fromage', 'sucre en grain', 'crème', 'crème', 'oeufs', 'caramel', 'sucre en poudre', 'beurre', 'biscuits secs', 'beurre', 'sucre en grain', 'eau']",sauce sucrée,0,moyen,1,5.0,moyenne,15
Gâteau moka fourré à la crème de café,https://www.marmiton.org/recettes/recette_gateau-moka-fourre-a-la-creme-de-cafe_24640.aspx,"['levure', 'beurre', 'sucre semoule', 'farine', 'oeufs', 'lait', 'rhum', 'beurre', 'sucre glace', 'café soluble', 'oeufs', 'boudoirs', 'sirop de sucre de canne']",gâteau,0,moyen,7,3.3,facile,11
Gâteau royal aux noix,https://www.marmiton.org/recettes/recette_gateau-royal-aux-noix_14103.aspx,"['noix', 'sucre', 'beurre', 'biscuits à la cuillère', 'kirsch', 'oeufs', 'amandes', 'crème fouettée', 'fruit confit']",gâteau,0,assez cher,5,4.4,très facile,7
Gaufres Marie Madeleine,https://www.marmiton.org/recettes/recette_gaufres-marie-madeleine_51007.aspx,"['sucre fin', 'beurre tendre', 'levure', 'farine', 'oeufs', 'sucre en grain', 'sucre en grain', 'eau']",gaufre,0,bon marché,0,0.0,facile,6
Génoise inratable,https://www.marmiton.org/recettes/recette_genoise-inratable_39808.aspx,"['levure', 'farine', 'sucre en poudre', 'fécule', 'oeufs']",gâteau,0,bon marché,37,4.3,très facile,5
Ghoriba (biscuits à la cannelle),https://www.marmiton.org/recettes/recette_ghoriba-biscuits-a-la-cannelle_44682.aspx,"[""fleur d'oranger"", 'beurre', 'sucre glace', 'farine', 'cannelle']",gâteau,0,bon marché,14,4.6,très facile,7
Glace Nutella facile au lait de soja,https://www.marmiton.org/recettes/recette_glace-nutella-facile-au-lait-de-soja_62987.aspx,"['noix de coco rapée', 'lait de soja', 'Nutella']",dessert glacé,0,bon marché,2,4.0,facile,4
Key Lime Pie (Tarte au citron meringuée),https://www.marmiton.org/recettes/recette_key-lime-pie-tarte-au-citron-meringuee_169195.aspx,"['sucre', 'lait concentré sucré', 'beurre', 'petit beurre', 'citrons verts', 'oeufs']",tarte,0,bon marché,2,3.0,moyenne,13
La tarte aux pêches de Manon,https://www.marmiton.org/recettes/recette_la-tarte-aux-peches-de-manon_23234.aspx,"['sucre glace', 'beurre', 'pâte sablée', 'pêche']",tarte,0,bon marché,21,4.4,facile,4
Meringues d'Halloween,https://www.marmiton.org/recettes/recette_meringues-d-halloween_531775.aspx,"['sel', 'sucre en poudre', ""blancs d'oeuf"", 'jus de citron', 'dragibus (bonbons)', 'rouleau de réglisse']",gâteau,0,bon marché,0,0.0,moyenne,6
Meringues et astuces,https://www.marmiton.org/recettes/recette_meringues-et-astuces_27798.aspx,"['sel', 'sucre semoule', ""blanc d'oeuf""]",gâteau,0,moyen,4,3.5,facile,8
Mousse pomme banane,https://www.marmiton.org/recettes/recette_mousse-pomme-banane_47407.aspx,"['crème fraîche', 'sucre', 'bananes', 'pomme', ""blancs d'oeuf"", 'citron']",mousse,0,bon marché,10,4.2,très facile,4
Muffins Nutelladdict,https://www.marmiton.org/recettes/recette_muffins-nutelladdict_343690.aspx,"['chocolat', 'sel', 'sucre en poudre', 'levure chimique', 'farine', 'oeufs', 'lait', 'cacao', 'Nutella', 'Nutella', 'noisettes']",gâteau,0,bon marché,3,4.3,facile,10
Muffins surprises au chocolat,https://www.marmiton.org/recettes/recette_muffins-surprises-au-chocolat_165159.aspx,"['chocolat blanc', 'beurre', 'chocolat noir', 'sucre', 'farine', 'oeufs']",gâteau,0,bon marché,92,4.8,très facile,5
Omelette norvégienne de Vero,https://www.marmiton.org/recettes/recette_omelette-norvegienne_21122.aspx,"['rhum', 'sucre glace', 'vanille', 'rhum', 'levure', 'beurre tendre', 'sucre', 'farine', 'oeufs', ""jaunes d'oeuf"", 'lait', ""blancs d'oeuf"", 'eau', 'sucre', 'sucre']",omelette sucrée,0,moyen,0,0.0,facile,13
Pastéis de nata au Monsieur Cuisine,https://www.marmiton.org/recettes/recette_pasteis-de-nata-au-monsieur-cuisine_383806.aspx,"['sucre', 'fécule de maïs', 'pâte feuilletée', 'lait', ""jaunes d'oeuf"", 'sucre vanillé', 'citron', 'cannelle']",flan,0,moyen,0,0.0,facile,8
Pâte feuilletée inratable,https://www.marmiton.org/recettes/recette_pate-feuilletee-inratable_311061.aspx,"['sel', 'farine', 'beurre', 'eau']",tarte,0,bon marché,5,3.6,facile,5
Pâte sablée en 2 min,https://www.marmiton.org/recettes/recette_pate-sablee-en-2-mn_304831.aspx,"['farine', 'beurre', 'sucre', 'eau']",tarte,0,bon marché,10,5.0,facile,2
Pommes au four et Petit-Suisses,https://www.marmiton.org/recettes/recette_pommes-au-four-et-petit-suisses_48814.aspx,"['beurre', 'sucre roux', 'miel liquide', 'pommes', 'petits suisses', 'tuile aux amandes']",pomme au four,0,bon marché,1,5.0,très facile,7
Sandwiches glacés vanille-framboise et salade de fruits rouges,https://www.marmiton.org/recettes/recette_sandwichs-glaces-vanille-frambroise-et-salade-de-fruits-rouges_312633.aspx,"['sucre en poudre', 'fraises', 'biscuits secs', 'framboises', 'glace vanille', 'framboises']",dessert glacé,0,moyen,0,0.0,facile,3
Sultane (mousse au chocolat),https://www.marmiton.org/recettes/recette_sultane-mousse-au-chocolat_19303.aspx,"['sucre', 'chocolat noir', 'oeufs']",mousse,0,bon marché,74,4.8,très facile,8
Tarte au chocolat à la parisienne,https://www.marmiton.org/recettes/recette_tarte-au-chocolat-a-la-parisienne_45865.aspx,"['sel', 'gélatine', 'rhum', 'maïzena', 'chocolat noir', 'sucre en poudre', 'pâte brisée', 'oeufs', 'lait']",tarte,0,moyen,17,4.7,moyenne,15
Tarte au chocolat noir meringuée,https://www.marmiton.org/recettes/recette_tarte-au-chocolat-noir-meringuee_25721.aspx,"['miel liquide', 'beurre', 'crème fraîche', 'chocolat noir', 'pâte sablée', 'oeuf', ""blancs d'oeuf""]",tarte,0,bon marché,13,4.3,très facile,12
Tarte au fromage blanc facile,https://www.marmiton.org/recettes/recette_tarte-au-fromage-blanc-facile_73445.aspx,"['rhum', 'maïzena', 'sucre', 'fromage blanc', 'pâte brisée', 'oeufs', 'compote']",tarte,0,bon marché,1,4.0,très facile,4
Tarte aux fruits sur fond de speculoos,https://www.marmiton.org/recettes/recette_tarte-aux-fruits-sur-fond-de-speculoos_329670.aspx,"['beurre', 'spéculoos', 'cannelle', 'vanille', 'sucre', 'farine', 'lait', ""jaunes d'oeuf"", 'fruits', 'fruit de la passion', 'nappage']",gâteau,0,moyen,1,5.0,moyenne,17
tarte aux pêches de vigne rôties aux épices et au miel,https://www.marmiton.org/recettes/recette_tarte-aux-peches-de-vigne-roties-aux-epices-et-au-miel_327269.aspx,"['sucre en poudre', 'farine', 'beurre demi-sel', 'amandes en poudre', 'oeuf', 'crème fraîche', 'miel', 'gingembre', 'muscade', 'pêches', 'beurre demi-sel', 'amandes en poudre', 'cannelle', 'cassonade', 'oeuf']",tarte,0,bon marché,1,3.0,facile,3
"Tarte aux pommes et à la cannelle, avec une pointe de cognac !",https://www.marmiton.org/recettes/recette_tarte-aux-pommes-et-a-la-cannelle-avec-une-pointe-de-cognac_41279.aspx,"['crème fraîche', 'farine', 'sucre', 'cognac', 'pâte feuilletée', 'pommes', 'oeufs', 'cannelle', 'lait']",tarte,0,assez cher,1,4.0,très facile,4
Tarte aux quetsches express de la Romaine,https://www.marmiton.org/recettes/recette_tarte-aux-quetsches-express-de-la-romaine_31700.aspx,"['sucre', 'pâte brisée', 'quetsche', 'cannelle']",tarte,0,bon marché,3,4.0,très facile,5
Tarte poires-amandes,https://www.marmiton.org/recettes/recette_tarte-poires-amandes_18744.aspx,"['crème fraîche', 'sucre', 'pâte brisée', 'poire', 'amandes', 'cannelle', 'oeufs']",tarte,0,bon marché,11,4.5,très facile,3
Tartelettes aux poires et chocolat,https://www.marmiton.org/recettes/recette_tartelettes-aux-poires-et-chocolat_229709.aspx,"['maïzena', 'chocolat', 'pâte sablée', 'crème', 'oeuf', 'sucre vanillé', 'poire']",tarte,0,bon marché,3,5.0,très facile,6
Tiramisu aux framboises facile de Lily,https://www.marmiton.org/recettes/recette_tiramisu-aux-framboises-facile_228251.aspx,"['sucre', 'biscuits à la cuillère', 'framboises', 'mascarpone', 'oeufs', 'menthe']",tiramisu,0,bon marché,2,4.5,facile,6
Tiramisu aux pépites de chocolat de Christophe Duhamel,https://www.marmiton.org/recettes/recette_tiramisu-aux-pepites-de-chocolat_392237.aspx,"['pépites de chocolat', 'amaretto', 'cacao amer', 'biscuits à la cuillère', 'vanille', 'sucre', 'oeufs', 'mascarpone', 'café']",tiramisu,0,moyen,1,5.0,facile,10
Tuiles aux amandes sans oeuf,https://www.marmiton.org/recettes/recette_tuiles-aux-amandes-sans-oeuf_57329.aspx,"['farine', 'sucre', 'amandes effilées', 'crème liquide']",gâteau,0,bon marché,9,4.2,très facile,10
Verrine de mascarpone framboises et spéculos,https://www.marmiton.org/recettes/recette_le-cremeux-au-framboises_194961.aspx,"['sucre', 'spéculoos', 'mascarpone', 'coulis de framboise', 'framboises', 'oeufs']",gâteau,0,moyen,12,4.3,facile,4
Verrines de mousse de framboises et spéculoos,https://www.marmiton.org/recettes/recette_verrines-de-mousse-de-framboises-et-speculoos_84332.aspx,"['spéculoos', 'framboises', ""blanc d'oeuf"", 'mascarpone', 'crème liquide', 'sucre vanillé']",mousse,0,moyen,14,4.7,facile,7
Aumônière de crêpe aux pommes et clémentines,https://www.marmiton.org/recettes/recette_aumoniere-de-crepe-aux-pommes-et-clementines_165763.aspx,"['sucre roux', 'beurre', 'crêpes', 'pommes', 'clémentines', 'eau', 'sucre vanillé', ""sirop d'érable""]",crêpe,0,bon marché,3,3.3,moyenne,7
Barres de céréales aux Chocolune Grillon d’Or,https://www.marmiton.org/recettes/recette_barre-de-cereales-aux-chocolune-grillon-d-or_371725.aspx,"['beurre', 'miel', 'Flocons d’avoine sans gluten Grillon d’Or', 'Chocolune Grillon d’Or', 'amandes', 'cassonade']",Barre de céréales,0,bon marché,1,3.0,facile,7
